Dataset	Disease	Tissue	Sample	Replicate	ORF1p	ORF2p	ORF0	ORF1p_variants	ORF2p_variants	HERV_proteins	PTMs
PXD004280	healthy	NA	33	1	0	0	0	0	ORF2p_HS_85_(10.162),ORF2p_PA2_23_(7.356)	0	NA
PXD004280	healthy	NA	34	1	0	0	0	0	0	0	NA
PXD004280	healthy	NA	35	1	0	0	0	0	0	Q9XRX5_(3.333)	NA
PXD004280	healthy	NA	36	1	0	0	0	0	0	0	NA
PXD004280	healthy	NA	37	1	0	0	0	0	ORF2p_PA2_3_(6.325),ORF2p_PA2_34_(3.235)	Q9XRX5_(2.229)	NA
PXD004280	healthy	NA	38	1	0	0	0	0	0	0	NA
PXD004280	healthy	NA	39	1	0	0	0	0	ORF2p_PA2_15_(13.554)	0	NA
PXD004280	healthy	NA	40	1	0	0	0	ORF1p_HS_110_(80.851)	ORF2p_HS_71_(6.512)	0	NA
PXD004280	healthy	NA	41	1	0	0	0	0	0	C9JL84_(27.803)	NA
PXD004280	healthy	NA	42	1	0	0	0	0	ORF2p_PA2_28_(46.842)	0	NA
PXD004280	healthy	NA	43	1	0	0	0	ORF1p_HS_94_(15.152)	0	0	NA
PXD004280	control	NA	44	1	0	0	0	ORF1p_HS_94_(15.021),ORF1p_PA2_32_(7.099)	ORF2p_HS_54_(41.3),ORF2p_HS_116_(12.853),ORF2p_HS_6_(12.299),ORF2p_PA2_25_(10),ORF2p_PA2_32_(10)	0	NA
PXD004280	inactive	NA	45	1	0	11.4790286975717	0	ORF1p_HS_94_(20.721),ORF1p_HOT_3_(7.379),ORF1p_PA2_28_(3.39),ORF1p_HS_44_(3.39)	ORF2p_HS_116_(11.111)	C9JL84_(3.39)	NA
PXD004280	activated	NA	46	1	0	0	0	ORF1p_HS_94_(24.651),ORF1p_HS_1_(9.683),ORF1p_PA2_4_(9.683)	ORF2p_HS_116_(9.701),ORF2p_HS_42_(9.683),ORF2p_HS_108_(9.683),ORF2p_HS_54_(7.62)	0	NA
PXD004280	control	NA	47	1	0	10.1537028411737	0	ORF1p_HS_94_(10.154),ORF1p_HS_67_(5.786),ORF1p_PA2_28_(4.941)	ORF2p_HS_116_(10.154),ORF2p_PA3_1_(4.941),ORF2p_HS_54_(4.941),ORF2p_PA2_34_(4.941)	P61576_(4.941)	NA
PXD004280	inactive	NA	48	1	0	34.7826086956522	0	ORF1p_PA3_1_(29.333),ORF1p_HS_94_(19.444)	0	0	NA
PXD004280	activated	NA	49	1	0	18.0758017492711	0	ORF1p_HS_105_(41.337),ORF1p_HS_94_(20.859)	ORF2p_HS_116_(21.362),ORF2p_HS_78_(9.935)	0	NA
PXD004280	control	NA	50	1	0	39.1304347826087	0	0	0	0	NA
PXD004280	inactive	NA	51	1	0	0	0	0	0	0	NA
PXD004280	activated	NA	52	1	0	68.8500727802038	0	ORF1p_HS_94_(10.15),ORF1p_PA2_28_(7.498)	ORF2p_PA3_1_(10.15),ORF2p_HS_88_(10.15),ORF2p_HS_116_(10.15),ORF2p_PA2_2_(7.498),ORF2p_PA2_35_(5.318)	c("C9J7D0_(10.15)", "Q9N2J8_(5.318)")	NA
PXD004280	control	NA	53	1	0	0	0	ORF1p_HS_94_(18.885)	ORF2p_PA2_26_(48.544),ORF2p_HS_116_(19.315)	0	NA
PXD004280	inactive	NA	54	1	0	0	0	ORF1p_HS_94_(25.41),ORF1p_HOT_3_(4.85),ORF1p_PA2_28_(4.85),ORF1p_HS_72_(4.85)	ORF2p_HS_116_(8.663)	P61576_(4.85)	NA
PXD004280	activated	NA	55	1	0	0	0	ORF1p_HS_94_(8.889)	0	0	NA
PXD004280	control	NA	56	1	0	0	0	ORF1p_HS_94_(20)	ORF2p_HOT_1_(60.357),ORF2p_HOT_1_(29.526)	0	NA
PXD004280	inactive	NA	57	1	0	0	0	ORF1p_HS_94_(42.494),ORF1p_PA2_32_(14.126),ORF1p_PA2_4_(2.687)	ORF2p_PA2_34_(14.759),ORF2p_HS_116_(13.301),ORF2p_HOT_4_(2.687)	0	NA
PXD004280	activated	NA	58	1	0	40.7407407407407	0	0	0	0	NA
PXD004280	control	NA	59	1	0	0	0	0	0	0	NA
PXD004280	inactive	NA	60	1	0	0	0	0	ORF2p_HS_116_(34.862)	0	NA
PXD004280	activated	NA	61	1	0	9.04	0	ORF1p_HS_37_(9.04),ORF1p_HS_94_(7.191)	ORF2p_PA2_25_(9.04),ORF2p_HS_89_(7.191),ORF2p_PA2_3_(7.191),ORF2p_HS_78_(7.191)	0	NA
PXD004280	healthy	NA	62	1	0	0	0	0	0	0	NA
PXD004280	healthy	NA	63	1	0	0	0	ORF1p_HS_105_(20.056),ORF1p_PA2_18_(7.246),ORF1p_HS_94_(7.246)	ORF2p_PA2_26_(7.246),ORF2p_HS_116_(7.246),ORF2p_HS_102_(7.246),ORF2p_HS_6_(7.083),ORF2p_HS_94_(7.083),ORF2p_PA2_34_(7.083),ORF2p_PA2_11_(7.083),ORF2p_PA2_29_(7.083),ORF2p_HS_78_(7.083)	Q9N2J8_(7.083)	NA
PXD004280	control	NA	64	1	0	0	0	ORF1p_HS_94_(14.622),ORF1p_PA2_20_(10.403)	ORF2p_HS_116_(14.622),ORF2p_PA2_14_(12.331),ORF2p_HS_101_(11.088),ORF2p_HS_6_(11.088),ORF2p_PA2_31_(10.403),ORF2p_PA2_2_(10.403)	0	NA
PXD004280	inactive	NA	65	1	0	7.5	0	ORF1p_PA2_20_(7.5),ORF1p_PA2_35_(5.374),ORF1p_HS_94_(5.374),ORF1p_HS_105_(5.374)	ORF2p_PA2_35_(7.5),ORF2p_HOT_6_(7.5),ORF2p_HS_116_(7.5),ORF2p_HS_10_(7.5),ORF2p_PA2_14_(7.5),ORF2p_PA2_2_(7.5),ORF2p_PA2_34_(7.5),ORF2p_HS_101_(5.374)	P61576_(5.374)	NA
PXD004280	activated	NA	66	1	0	28.0471821756225	0	ORF1p_HS_94_(8.487),ORF1p_PA2_35_(4.066)	ORF2p_HS_101_(9.945),ORF2p_HS_42_(9.945),ORF2p_HS_116_(8.96),ORF2p_HS_108_(8.15),ORF2p_PA2_26_(4.066),ORF2p_PA2_5_(4.066),ORF2p_HS_102_(4.066)	0	NA
PXD004280	control	NA	67	1	0	0	0	ORF1p_HS_94_(7.493)	ORF2p_PA2_2_(7.493),ORF2p_HS_101_(1.306),ORF2p_PA2_14_(1.306),ORF2p_PA2_24_(1.306)	0	NA
PXD004280	inactive	NA	68	1	0	7.93166564978646	0	ORF1p_PA2_35_(46.468),ORF1p_PA2_18_(7.019),ORF1p_HS_94_(7.019),ORF1p_PA2_21_(7.019),ORF1p_HS_105_(7.019)	ORF2p_HS_91_(7.932),ORF2p_PA2_34_(7.932),ORF2p_PA2_14_(7.85),ORF2p_HS_116_(7.019)	P61576_(7.665)	NA
PXD004280	activated	NA	69	1	0	0	0	ORF1p_HS_105_(49.452),ORF1p_HS_94_(9.719),ORF1p_PA2_34_(7.113),ORF1p_HS_102_(7.113),ORF1p_HS_26_(3.495)	ORF2p_HS_116_(9.832),ORF2p_HS_54_(7.113),ORF2p_HS_58_(7.113),ORF2p_HS_101_(7.113),ORF2p_PA2_11_(7.113),ORF2p_PA2_7_(3.495)	P61576_(3.495)	NA
PXD004280	control	NA	70	1	0	0	0	ORF1p_PA2_34_(23.785),ORF1p_HS_94_(9.149),ORF1p_PA3_1_(4.641),ORF1p_PA2_4_(4.641),ORF1p_HS_74_(4.39)	ORF2p_HS_116_(8.029),ORF2p_HS_101_(4.641),ORF2p_PA2_30_(4.641),ORF2p_PA2_14_(4.641),ORF2p_PA2_2_(4.641),ORF2p_PA2_34_(4.641),ORF2p_HS_103_(4.641),ORF2p_PA2_26_(4.39),ORF2p_HS_116_(4.39),ORF2p_HS_108_(4.39)	P62684_(4.641)	NA
PXD004280	inactive	NA	71	1	0	5.07958008804605	0	ORF1p_HS_94_(34.637),ORF1p_HS_105_(5.08)	ORF2p_PA2_26_(6.651),ORF2p_PA2_35_(5.08),ORF2p_HS_58_(5.08),ORF2p_HS_116_(5.08),ORF2p_PA2_11_(5.08),ORF2p_PA2_28_(5.08)	C9JL84_(5.08)	NA
PXD004280	activated	NA	72	1	0	0	0	0	0	0	NA
PXD004280	control	NA	73	1	0	0	0	ORF1p_HS_94_(7.764),ORF1p_PA3_1_(4.352),ORF1p_PA2_34_(4.352),ORF1p_HS_105_(4.352)	ORF2p_HS_116_(7.764),ORF2p_PA2_28_(7.764),ORF2p_PA2_23_(4.352),ORF2p_HS_108_(4.352)	c("P62684_(4.352)", "P61576_(4.352)", "Q9N2J8_(4.352)")	NA
PXD004280	inactive	NA	74	1	0	0	0	ORF1p_HS_94_(34.543),ORF1p_PA2_34_(5.674),ORF1p_HS_105_(4.9)	ORF2p_PA2_31_(11.99),ORF2p_HS_116_(4.9)	0	NA
PXD004280	activated	NA	75	1	0	0	0	ORF1p_HS_94_(26.442),ORF1p_PA2_18_(9.923),ORF1p_HS_105_(9.923),ORF1p_PA2_15_(7.532),ORF1p_PA2_21_(7.532)	ORF2p_HS_116_(25.606),ORF2p_PA3_1_(9.923),ORF2p_PA2_15_(9.923),ORF2p_PA2_26_(9.923),ORF2p_HS_101_(7.532),ORF2p_PA2_34_(7.532)	Q9N2J8_(9.923)	NA
PXD004280	control	NA	76	1	0	0	0	ORF1p_HS_94_(7.668),ORF1p_PA2_24_(5.319),ORF1p_HS_105_(5.319),ORF1p_PA2_23_(5.319)	ORF2p_HS_116_(7.668),ORF2p_PA2_25_(5.319),ORF2p_PA2_26_(5.319),ORF2p_PA2_2_(5.319)	0	NA
PXD004280	inactive	NA	77	1	0	0	0	ORF1p_HS_94_(21.744),ORF1p_HS_26_(6.492),ORF1p_PA2_30_(6.492),ORF1p_HS_105_(6.492),ORF1p_HS_33_(5.16)	ORF2p_HS_116_(21.744),ORF2p_PA2_23_(13.139),ORF2p_HS_19_(5.16)	Q9N2J8_(6.492)	NA
PXD004280	activated	NA	78	1	0	0	0	0	0	0	NA
PXD004280	control	NA	79	1	0	4.592186429061	0	ORF1p_HS_94_(7.224),ORF1p_PA2_3_(4.592)	ORF2p_HS_116_(7.224),ORF2p_PA2_26_(4.592),ORF2p_HS_116_(4.592),ORF2p_PA2_23_(4.592)	c("P61576_(7.086)", "Q9XRX5_(4.592)", "P63132_(4.592)")	NA
PXD004280	inactive	NA	80	1	0	0	0	0	0	0	NA
PXD004280	activated	NA	81	1	0	0	0	ORF1p_HS_1_(7.684),ORF1p_HS_94_(4.355)	ORF2p_PA2_14_(51.484),ORF2p_PA2_19_(7.684),ORF2p_HS_106_(7.684),ORF2p_HS_42_(7.684),ORF2p_PA2_29_(7.684),ORF2p_PA2_2_(6.762),ORF2p_PA2_26_(4.355),ORF2p_HS_116_(4.355)	c("C9JL84_(7.684)", "Q9N2J8_(7.684)", "P62684_(6.452)")	NA
PXD004280	healthy	NA	82	1	0	0	0	ORF1p_HS_94_(11.707),ORF1p_HS_26_(4.614),ORF1p_PA2_27_(4.614),ORF1p_PA2_21_(4.614)	ORF2p_HS_116_(11.707),ORF2p_PA2_35_(4.614),ORF2p_HS_54_(4.614),ORF2p_PA2_26_(4.614),ORF2p_HOT_6_(4.614),ORF2p_HS_116_(4.614),ORF2p_HS_36_(4.614),ORF2p_PA2_20_(4.614),ORF2p_PA2_2_(4.614),ORF2p_PA2_34_(4.614)	0	NA
